,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,"{'CC': 11, 'CD': 10, 'DC': 15, 'DD': 18}","{'CC': 16, 'CD': 6, 'DC': 0, 'DD': 32}","{'CC': 22, 'CD': 7, 'DC': 12, 'DD': 13}","{'CC': 26, 'CD': 2, 'DC': 1, 'DD': 25}","{'CC': 31, 'CD': 8, 'DC': 6, 'DD': 9}","{'CC': 31, 'CD': 4, 'DC': 2, 'DD': 17}","{'CC': 35, 'CD': 6, 'DC': 3, 'DD': 10}","{'CC': 38, 'CD': 1, 'DC': 3, 'DD': 12}","{'CC': 41, 'CD': 3, 'DC': 3, 'DD': 7}","{'CC': 41, 'CD': 2, 'DC': 2, 'DD': 9}","{'CC': 41, 'CD': 2, 'DC': 3, 'DD': 8}","{'CC': 41, 'CD': 1, 'DC': 5, 'DD': 7}","{'CC': 41, 'CD': 2, 'DC': 3, 'DD': 8}","{'CC': 41, 'CD': 2, 'DC': 3, 'DD': 8}","{'CC': 43, 'CD': 2, 'DC': 1, 'DD': 8}","{'CC': 46, 'CD': 1, 'DC': 2, 'DD': 5}","{'CC': 47, 'CD': 2, 'DC': 2, 'DD': 3}","{'CC': 47, 'CD': 0, 'DC': 3, 'DD': 4}","{'CC': 48, 'CD': 1, 'DC': 1, 'DD': 4}","{'CC': 48, 'CD': 1, 'DC': 2, 'DD': 3}"
1,"{'CC': 3, 'CD': 17, 'DC': 16, 'DD': 13}","{'CC': 5, 'CD': 2, 'DC': 5, 'DD': 37}","{'CC': 10, 'CD': 10, 'DC': 9, 'DD': 20}","{'CC': 12, 'CD': 2, 'DC': 5, 'DD': 30}","{'CC': 16, 'CD': 8, 'DC': 7, 'DD': 18}","{'CC': 17, 'CD': 6, 'DC': 3, 'DD': 23}","{'CC': 18, 'CD': 4, 'DC': 9, 'DD': 18}","{'CC': 20, 'CD': 7, 'DC': 2, 'DD': 20}","{'CC': 23, 'CD': 5, 'DC': 2, 'DD': 19}","{'CC': 25, 'CD': 5, 'DC': 4, 'DD': 15}","{'CC': 27, 'CD': 3, 'DC': 4, 'DD': 15}","{'CC': 30, 'CD': 2, 'DC': 2, 'DD': 15}","{'CC': 30, 'CD': 8, 'DC': 4, 'DD': 7}","{'CC': 30, 'CD': 2, 'DC': 4, 'DD': 13}","{'CC': 30, 'CD': 1, 'DC': 4, 'DD': 14}","{'CC': 31, 'CD': 5, 'DC': 1, 'DD': 12}","{'CC': 33, 'CD': 3, 'DC': 3, 'DD': 10}","{'CC': 35, 'CD': 2, 'DC': 1, 'DD': 11}","{'CC': 36, 'CD': 2, 'DC': 2, 'DD': 9}","{'CC': 39, 'CD': 1, 'DC': 2, 'DD': 7}"
2,"{'CC': 5, 'CD': 8, 'DC': 21, 'DD': 20}","{'CC': 10, 'CD': 3, 'DC': 3, 'DD': 38}","{'CC': 14, 'CD': 9, 'DC': 5, 'DD': 26}","{'CC': 17, 'CD': 10, 'DC': 5, 'DD': 22}","{'CC': 18, 'CD': 4, 'DC': 6, 'DD': 26}","{'CC': 23, 'CD': 4, 'DC': 3, 'DD': 24}","{'CC': 24, 'CD': 8, 'DC': 8, 'DD': 14}","{'CC': 25, 'CD': 1, 'DC': 6, 'DD': 22}","{'CC': 29, 'CD': 4, 'DC': 2, 'DD': 19}","{'CC': 34, 'CD': 6, 'DC': 1, 'DD': 13}","{'CC': 34, 'CD': 3, 'DC': 2, 'DD': 15}","{'CC': 36, 'CD': 2, 'DC': 6, 'DD': 10}","{'CC': 38, 'CD': 1, 'DC': 2, 'DD': 13}","{'CC': 43, 'CD': 3, 'DC': 1, 'DD': 7}","{'CC': 43, 'CD': 3, 'DC': 2, 'DD': 6}","{'CC': 43, 'CD': 3, 'DC': 1, 'DD': 7}","{'CC': 44, 'CD': 0, 'DC': 3, 'DD': 7}","{'CC': 44, 'CD': 3, 'DC': 1, 'DD': 6}","{'CC': 45, 'CD': 0, 'DC': 3, 'DD': 6}","{'CC': 45, 'CD': 2, 'DC': 1, 'DD': 6}"
3,"{'CC': 1, 'CD': 12, 'DC': 15, 'DD': 19}","{'CC': 3, 'CD': 6, 'DC': 4, 'DD': 34}","{'CC': 5, 'CD': 8, 'DC': 12, 'DD': 22}","{'CC': 7, 'CD': 8, 'DC': 4, 'DD': 28}","{'CC': 11, 'CD': 6, 'DC': 7, 'DD': 23}","{'CC': 14, 'CD': 9, 'DC': 7, 'DD': 17}","{'CC': 18, 'CD': 1, 'DC': 5, 'DD': 23}","{'CC': 23, 'CD': 3, 'DC': 8, 'DD': 13}","{'CC': 25, 'CD': 1, 'DC': 5, 'DD': 16}","{'CC': 28, 'CD': 3, 'DC': 3, 'DD': 13}","{'CC': 27, 'CD': 5, 'DC': 1, 'DD': 14}","{'CC': 29, 'CD': 5, 'DC': 2, 'DD': 11}","{'CC': 30, 'CD': 3, 'DC': 1, 'DD': 13}","{'CC': 35, 'CD': 4, 'DC': 2, 'DD': 6}","{'CC': 36, 'CD': 0, 'DC': 2, 'DD': 9}","{'CC': 37, 'CD': 0, 'DC': 3, 'DD': 7}","{'CC': 37, 'CD': 2, 'DC': 1, 'DD': 7}","{'CC': 40, 'CD': 1, 'DC': 1, 'DD': 5}","{'CC': 41, 'CD': 0, 'DC': 4, 'DD': 2}","{'CC': 41, 'CD': 2, 'DC': 0, 'DD': 4}"
4,"{'CC': 8, 'CD': 13, 'DC': 9, 'DD': 17}","{'CC': 9, 'CD': 2, 'DC': 7, 'DD': 29}","{'CC': 14, 'CD': 9, 'DC': 7, 'DD': 17}","{'CC': 16, 'CD': 6, 'DC': 2, 'DD': 23}","{'CC': 21, 'CD': 6, 'DC': 4, 'DD': 16}","{'CC': 22, 'CD': 3, 'DC': 6, 'DD': 16}","{'CC': 27, 'CD': 5, 'DC': 3, 'DD': 12}","{'CC': 31, 'CD': 5, 'DC': 1, 'DD': 10}","{'CC': 34, 'CD': 0, 'DC': 5, 'DD': 8}","{'CC': 37, 'CD': 3, 'DC': 2, 'DD': 5}","{'CC': 38, 'CD': 1, 'DC': 2, 'DD': 6}","{'CC': 39, 'CD': 2, 'DC': 2, 'DD': 4}","{'CC': 39, 'CD': 0, 'DC': 3, 'DD': 5}","{'CC': 40, 'CD': 0, 'DC': 1, 'DD': 6}","{'CC': 42, 'CD': 2, 'DC': 0, 'DD': 3}","{'CC': 45, 'CD': 0, 'DC': 0, 'DD': 2}","{'CC': 45, 'CD': 0, 'DC': 1, 'DD': 1}","{'CC': 45, 'CD': 0, 'DC': 0, 'DD': 2}","{'CC': 46, 'CD': 0, 'DC': 0, 'DD': 1}","{'CC': 46, 'CD': 1, 'DC': 0, 'DD': 0}"
5,"{'CC': 9, 'CD': 11, 'DC': 7, 'DD': 9}","{'CC': 12, 'CD': 2, 'DC': 3, 'DD': 19}","{'CC': 17, 'CD': 7, 'DC': 4, 'DD': 8}","{'CC': 20, 'CD': 0, 'DC': 2, 'DD': 14}","{'CC': 25, 'CD': 5, 'DC': 1, 'DD': 5}","{'CC': 24, 'CD': 4, 'DC': 0, 'DD': 8}","{'CC': 26, 'CD': 3, 'DC': 1, 'DD': 6}","{'CC': 27, 'CD': 0, 'DC': 3, 'DD': 6}","{'CC': 28, 'CD': 3, 'DC': 1, 'DD': 4}","{'CC': 28, 'CD': 1, 'DC': 2, 'DD': 5}","{'CC': 29, 'CD': 1, 'DC': 2, 'DD': 4}","{'CC': 32, 'CD': 0, 'DC': 1, 'DD': 3}","{'CC': 32, 'CD': 2, 'DC': 0, 'DD': 2}","{'CC': 32, 'CD': 1, 'DC': 1, 'DD': 2}","{'CC': 32, 'CD': 0, 'DC': 1, 'DD': 3}","{'CC': 33, 'CD': 1, 'DC': 1, 'DD': 1}","{'CC': 33, 'CD': 0, 'DC': 0, 'DD': 3}","{'CC': 35, 'CD': 1, 'DC': 0, 'DD': 0}","{'CC': 35, 'CD': 0, 'DC': 0, 'DD': 1}","{'CC': 35, 'CD': 0, 'DC': 0, 'DD': 1}"
6,"{'CC': 11, 'CD': 15, 'DC': 12, 'DD': 12}","{'CC': 16, 'CD': 2, 'DC': 2, 'DD': 30}","{'CC': 23, 'CD': 11, 'DC': 8, 'DD': 8}","{'CC': 24, 'CD': 5, 'DC': 1, 'DD': 20}","{'CC': 32, 'CD': 4, 'DC': 4, 'DD': 10}","{'CC': 37, 'CD': 1, 'DC': 2, 'DD': 10}","{'CC': 39, 'CD': 4, 'DC': 1, 'DD': 6}","{'CC': 40, 'CD': 1, 'DC': 3, 'DD': 6}","{'CC': 42, 'CD': 2, 'DC': 0, 'DD': 6}","{'CC': 45, 'CD': 1, 'DC': 2, 'DD': 2}","{'CC': 46, 'CD': 0, 'DC': 1, 'DD': 3}","{'CC': 48, 'CD': 1, 'DC': 0, 'DD': 1}","{'CC': 48, 'CD': 1, 'DC': 0, 'DD': 1}","{'CC': 49, 'CD': 0, 'DC': 0, 'DD': 1}","{'CC': 50, 'CD': 0, 'DC': 0, 'DD': 0}","{'CC': 50, 'CD': 0, 'DC': 0, 'DD': 0}","{'CC': 49, 'CD': 1, 'DC': 0, 'DD': 0}","{'CC': 49, 'CD': 0, 'DC': 0, 'DD': 1}","{'CC': 48, 'CD': 0, 'DC': 1, 'DD': 1}","{'CC': 48, 'CD': 1, 'DC': 0, 'DD': 1}"
7,"{'CC': 20, 'CD': 14, 'DC': 17, 'DD': 9}","{'CC': 23, 'CD': 2, 'DC': 4, 'DD': 31}","{'CC': 35, 'CD': 4, 'DC': 9, 'DD': 12}","{'CC': 39, 'CD': 4, 'DC': 3, 'DD': 14}","{'CC': 43, 'CD': 3, 'DC': 2, 'DD': 12}","{'CC': 48, 'CD': 2, 'DC': 2, 'DD': 8}","{'CC': 49, 'CD': 1, 'DC': 2, 'DD': 8}","{'CC': 50, 'CD': 1, 'DC': 4, 'DD': 5}","{'CC': 50, 'CD': 4, 'DC': 1, 'DD': 5}","{'CC': 51, 'CD': 1, 'DC': 0, 'DD': 8}","{'CC': 52, 'CD': 6, 'DC': 1, 'DD': 1}","{'CC': 51, 'CD': 0, 'DC': 2, 'DD': 7}","{'CC': 51, 'CD': 2, 'DC': 2, 'DD': 5}","{'CC': 50, 'CD': 3, 'DC': 3, 'DD': 4}","{'CC': 52, 'CD': 0, 'DC': 1, 'DD': 7}","{'CC': 55, 'CD': 1, 'DC': 0, 'DD': 4}","{'CC': 55, 'CD': 1, 'DC': 2, 'DD': 2}","{'CC': 56, 'CD': 0, 'DC': 0, 'DD': 4}","{'CC': 57, 'CD': 2, 'DC': 0, 'DD': 1}","{'CC': 55, 'CD': 1, 'DC': 1, 'DD': 3}"
8,"{'CC': 15, 'CD': 13, 'DC': 8, 'DD': 15}","{'CC': 19, 'CD': 4, 'DC': 5, 'DD': 23}","{'CC': 24, 'CD': 5, 'DC': 7, 'DD': 15}","{'CC': 24, 'CD': 7, 'DC': 5, 'DD': 15}","{'CC': 26, 'CD': 4, 'DC': 4, 'DD': 17}","{'CC': 28, 'CD': 3, 'DC': 7, 'DD': 13}","{'CC': 31, 'CD': 3, 'DC': 3, 'DD': 14}","{'CC': 37, 'CD': 3, 'DC': 3, 'DD': 8}","{'CC': 37, 'CD': 0, 'DC': 4, 'DD': 10}","{'CC': 41, 'CD': 0, 'DC': 3, 'DD': 7}","{'CC': 45, 'CD': 1, 'DC': 0, 'DD': 5}","{'CC': 44, 'CD': 2, 'DC': 2, 'DD': 3}","{'CC': 45, 'CD': 1, 'DC': 1, 'DD': 4}","{'CC': 44, 'CD': 2, 'DC': 2, 'DD': 3}","{'CC': 45, 'CD': 0, 'DC': 2, 'DD': 4}","{'CC': 47, 'CD': 1, 'DC': 0, 'DD': 3}","{'CC': 47, 'CD': 1, 'DC': 2, 'DD': 1}","{'CC': 47, 'CD': 0, 'DC': 0, 'DD': 4}","{'CC': 47, 'CD': 1, 'DC': 1, 'DD': 2}","{'CC': 48, 'CD': 1, 'DC': 0, 'DD': 2}"
9,"{'CC': 9, 'CD': 17, 'DC': 16, 'DD': 12}","{'CC': 14, 'CD': 4, 'DC': 2, 'DD': 34}","{'CC': 17, 'CD': 13, 'DC': 6, 'DD': 18}","{'CC': 20, 'CD': 3, 'DC': 6, 'DD': 25}","{'CC': 26, 'CD': 5, 'DC': 7, 'DD': 16}","{'CC': 30, 'CD': 2, 'DC': 5, 'DD': 17}","{'CC': 35, 'CD': 4, 'DC': 4, 'DD': 11}","{'CC': 38, 'CD': 0, 'DC': 3, 'DD': 13}","{'CC': 39, 'CD': 1, 'DC': 3, 'DD': 11}","{'CC': 42, 'CD': 1, 'DC': 4, 'DD': 7}","{'CC': 42, 'CD': 1, 'DC': 0, 'DD': 11}","{'CC': 42, 'CD': 1, 'DC': 3, 'DD': 8}","{'CC': 41, 'CD': 3, 'DC': 5, 'DD': 5}","{'CC': 41, 'CD': 4, 'DC': 0, 'DD': 9}","{'CC': 44, 'CD': 0, 'DC': 3, 'DD': 7}","{'CC': 43, 'CD': 4, 'DC': 1, 'DD': 6}","{'CC': 46, 'CD': 2, 'DC': 0, 'DD': 6}","{'CC': 46, 'CD': 1, 'DC': 3, 'DD': 4}","{'CC': 48, 'CD': 1, 'DC': 1, 'DD': 4}","{'CC': 47, 'CD': 1, 'DC': 2, 'DD': 4}"
